S NO,"APPLN
NO","AGGR
MARK",RANK,"COMMU
NITY","COLLEGE
CODE","BRANCH
CODE","ALLOTTED
CATEGORY",CLG NM,BRNCH
1138,354458,197,1522,MBC,1,EE,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electrical and Electronics Engg
1139,226605,197,1523,BC,2007,CS,BC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Computer Science and Engg
1140,324413,197,1524,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1141,285915,197,1525,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1142,309416,197,1526,BC,1211,CB,OC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Computer Science and Business System
1143,372313,197,1527,MBC,4,CM,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg (SS)
1144,350503,197,1528,MBC,4,IM,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Information Tech. (SS)
1145,283586,197,1531,BC,2006,EE,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electrical and Electronics Engg
1146,254424,197,1532,MBC,4,IM,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Information Tech. (SS)
1147,257900,197,1533,MBC,1,IM,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
1148,286160,197,1534,MBC,1,EE,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electrical and Electronics Engg
1149,269142,197,1537,BC,5008,EC,BC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Electronics and Communication Engg
1150,293190,197,1539,BC,1113,CS,OC,"R M K Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Computer Science and Engg
1151,217157,197,1541,BCM,2006,CM,BCM,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
1152,220472,197,1542,MBC,1315,IT,MBC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Information Tech
1153,266716,197,1543,BC,2006,EE,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electrical and Electronics Engg
1154,321827,197,1544,BC,2005,CS,OC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Computer Science and Engg
1155,384836,197,1545,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1156,232646,197,1547,BCM,2006,IM,BCM,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Information Tech. (SS)
1157,324754,197,1548,BC,2025,CS,OC,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road,, Somayampalayam,",Computer Science and Engg
1158,325991,197,1549,MBC,1,MN,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Manufacturing Engg
1159,266455,197,1551,OC,4,EI,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Electronics and Instrumentation Engg
1160,244399,197,1552,BC,2005,CS,OC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Computer Science and Engg
1161,313836,197,1553,BC,2006,EE,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electrical and Electronics Engg
1162,291894,197,1554,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1163,226483,197,1555,BC,2007,CS,BC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Computer Science and Engg
1164,240318,197,1556,MBC,4,IM,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Information Tech. (SS)
1165,311025,197,1557,MBC,4,EC,MBC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Electronics and Communication Engg
1166,281365,197,1558,BC,2007,CS,BC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Computer Science and Engg
1167,352348,197,1560,BC,2007,AT,OC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Automobile Engg (SS)
1168,305295,197,1561,BC,1,EE,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electrical and Electronics Engg
1169,258880,197,1562,BC,2377,CS,OC,"PSG Inst of Tech and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",Computer Science and Engg
1170,321341,197,1563,SC,1,CM,SC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
1171,295541,197,1566,BC,2007,EC,OC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Electronics and Communication Engg
1172,256944,197,1567,BC,1,BY,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Bio­ Medical Engg (SS)
1173,361365,197,1568,BC,2718,EC,OC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Electronics and Communication Engg
1174,283751,197,1569,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1175,211120,197,1570,BC,1315,EC,BC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electronics and Communication Engg
1176,316276,197,1571,OC,2007,EC,OC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Electronics and Communication Engg
1177,278763,197,1572,BC,5008,CM,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg (SS)
